code	url	creator	created_t	last_modified_t	product_name	generic_name	quantity	packaging	packaging_tags	brands	brands_tags	categories	categories_tags	origins	origins_tags	manufacturing_places	manufacturing_places_tags	labels	labels_tags	emb_codes	emb_codes_tags	cities	cities_tags	purchase_places	stores	countries	ingredients_text	allergens	allergens_tags	traces	traces_tags	serving_size	serving_quantity	no_nutriments	additives_n	additives_tags	ingredients_from_palm_oil_n	ingredients_from_palm_oil	ingredients_from_palm_oil_tags	ingredients_that_may_be_from_palm_oil_n	ingredients_that_may_be_from_palm_oil	ingredients_that_may_be_from_palm_oil_tags	nutrition_grade_fr	nova_group	pnns_groups_1	pnns_groups_2	states	main_category	image_url	image_small_url	image_front_url	image_front_small_url	image_ingredients_url	image_ingredients_small_url	image_nutrition_url	image_nutrition_small_url	energy-kj_100g	energy-kcal_100g	energy_100g	energy-from-fat_100g	fat_100g	saturated-fat_100g	-butyric-acid_100g	-caproic-acid_100g	-caprylic-acid_100g	-capric-acid_100g	-lauric-acid_100g	-myristic-acid_100g	-palmitic-acid_100g	-stearic-acid_100g	-arachidic-acid_100g	-behenic-acid_100g	-lignoceric-acid_100g	-cerotic-acid_100g	-montanic-acid_100g	-melissic-acid_100g	monounsaturated-fat_100g	polyunsaturated-fat_100g	omega-3-fat_100g	-alpha-linolenic-acid_100g	-eicosapentaenoic-acid_100g	-docosahexaenoic-acid_100g	omega-6-fat_100g	-linoleic-acid_100g	-arachidonic-acid_100g	-gamma-linolenic-acid_100g	-dihomo-gamma-linolenic-acid_100g	omega-9-fat_100g	-oleic-acid_100g	-elaidic-acid_100g	-gondoic-acid_100g	-mead-acid_100g	-erucic-acid_100g	-nervonic-acid_100g	trans-fat_100g	cholesterol_100g	carbohydrates_100g	sugars_100g	-sucrose_100g	-glucose_100g	-fructose_100g	-lactose_100g	-maltose_100g	-maltodextrins_100g	starch_100g	polyols_100g	fiber_100g	proteins_100g	casein_100g	serum-proteins_100g	nucleotides_100g	salt_100g	sodium_100g	alcohol_100g	vitamin-a_100g	beta-carotene_100g	vitamin-d_100g	vitamin-e_100g	vitamin-k_100g	vitamin-c_100g	vitamin-b1_100g	vitamin-b2_100g	vitamin-pp_100g	vitamin-b6_100g	vitamin-b9_100g	folates_100g	vitamin-b12_100g	biotin_100g	pantothenic-acid_100g	silica_100g	bicarbonate_100g	potassium_100g	chloride_100g	calcium_100g	phosphorus_100g	iron_100g	magnesium_100g	zinc_100g	copper_100g	manganese_100g	fluoride_100g	selenium_100g	chromium_100g	molybdenum_100g	iodine_100g	caffeine_100g	taurine_100g	ph_100g	fruits-vegetables-nuts_100g	fruits-vegetables-nuts-dried_100g	fruits-vegetables-nuts-estimate_100g	collagen-meat-protein-ratio_100g	cocoa_100g	chlorophyl_100g	carbon-footprint_100g	carbon-footprint-from-meat-or-fish_100g	nutrition-score-fr_100g	nutrition-score-uk_100g	glycemic-index_100g	water-hardness_100g	choline_100g	phylloquinone_100g	beta-glucan_100g	inositol_100g	carnitine_100g
3366500200096	https://world.openfoodfacts.org/product/3366500200096	kiliweb	1527072258	1566592496	AIL aux herbes de provence							"Aliments et boissons à base de végétaux, Epicerie, Aliments d'origine végétale, Condiments, Aliments à base de fruits et de légumes, Plantes condimentaires, Légumes et dérivés, Ail et dérivés, Ail, Ail aux herbes de provence"	en:plant-based-foods-and-beverages,en:plant-based-foods,en:groceries,en:condiments,en:fruits-and-vegetables-based-foods,en:culinary-plants,en:vegetables-based-foods,en:garlic-and-their-products,en:garlic,fr:ail-aux-herbes-de-provence					en:no-preservatives	en:no-preservatives							France																	b		Fruits and vegetables	Vegetables	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded	fr:ail-aux-herbes-de-provence	https://static.openfoodfacts.org/images/products/336/650/020/0096/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/336/650/020/0096/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/336/650/020/0096/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/336/650/020/0096/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/336/650/020/0096/ingredients_fr.7.400.jpg	https://static.openfoodfacts.org/images/products/336/650/020/0096/ingredients_fr.7.200.jpg				59	59		0.5	0																																			1.6	0										17				4	1.6																																												0	0							
3368643000793	https://world.openfoodfacts.org/product/3368643000793	kiliweb	1516054516	1566592342	Potiron en tranche					Fraich'papilles	fraich-papilles							en:no-preservatives	en:no-preservatives							France	Potiron tranche Potiron 100% naturel sans conservateur								0		0			0					unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded		https://static.openfoodfacts.org/images/products/336/864/300/0793/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/336/864/300/0793/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/336/864/300/0793/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/336/864/300/0793/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/336/864/300/0793/ingredients_fr.10.400.jpg	https://static.openfoodfacts.org/images/products/336/864/300/0793/ingredients_fr.10.200.jpg	https://static.openfoodfacts.org/images/products/336/864/300/0793/nutrition_fr.7.400.jpg	https://static.openfoodfacts.org/images/products/336/864/300/0793/nutrition_fr.7.200.jpg		59	59		0.5	0.1																																			1.9	0.6									1.6	0.6				0.023	0.0092																																																				
3379140104914	https://world.openfoodfacts.org/product/3379140104914	kiliweb	1519851676	1519915666	Fruit Canarian 200G																					France																			unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded						https://static.openfoodfacts.org/images/products/337/914/010/4914/ingredients_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/337/914/010/4914/ingredients_fr.4.200.jpg				54	54		0	0																																			3.2	0.2										0				10	4																																																				
3380330001012	https://world.openfoodfacts.org/product/3380330001012	kiliweb	1512143132	1537645814	Vinceremos Grenache Rose &quot;La Marouette&quot; 2014					La Marouette	la-marouette	Produits laitiers, Laits	en:dairies,en:milks					Bio  	en:organic							France																	d		Milk and dairy products	Milk and yogurt	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded	en:milks	https://static.openfoodfacts.org/images/products/338/033/000/1012/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/338/033/000/1012/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/338/033/000/1012/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/338/033/000/1012/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/338/033/000/1012/ingredients_fr.7.400.jpg	https://static.openfoodfacts.org/images/products/338/033/000/1012/ingredients_fr.7.200.jpg				59	59		3	3																																			18	16										14				2	0.8																																												13	13							
3380380057649	https://world.openfoodfacts.org/product/3380380057649	segundo	1487084936	1564750863	Mix'Gom	Liant pour pains sans gluten	60 g	Sachet,Papier	sachet,papier	Ma vie sans gluten	ma-vie-sans-gluten	Compléments alimentaires	en:dietary-supplements					Bio, Bio européen, Sans gluten, FR-BIO-01, Riche en fibres, Agriculture non UE, Afdiag    	en:organic,en:eu-organic,en:gluten-free,en:fr-bio-01,en:high-fibres,en:non-eu-agriculture,fr:afdiag					Caen,France	Bio14	France	psyllium blond* (Plantago ovata), gomme d'acacia (Acacia senegal). issus de l'agriculture biologique. Riche en fibres. Recette élaborée en France dans nos ateliers.								1	en:e414	0			0			a	4	unknown	unknown	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:dietary-supplements	https://static.openfoodfacts.org/images/products/338/038/005/7649/front_fr.5.400.jpg	https://static.openfoodfacts.org/images/products/338/038/005/7649/front_fr.5.200.jpg	https://static.openfoodfacts.org/images/products/338/038/005/7649/front_fr.5.400.jpg	https://static.openfoodfacts.org/images/products/338/038/005/7649/front_fr.5.200.jpg	https://static.openfoodfacts.org/images/products/338/038/005/7649/ingredients_fr.12.400.jpg	https://static.openfoodfacts.org/images/products/338/038/005/7649/ingredients_fr.12.200.jpg	https://static.openfoodfacts.org/images/products/338/038/005/7649/nutrition_fr.16.400.jpg	https://static.openfoodfacts.org/images/products/338/038/005/7649/nutrition_fr.16.200.jpg		54	54		0.13	0.13																																			1.7	0									85.2	1.8				0.625	0.25																																												-4	-4							
3380380082856	https://world.openfoodfacts.org/product/3380380082856	kiliweb	1519834706	1547201550	Asperges					Priméal	primeal	"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Légumes et dérivés, Légumes tiges, Asperges, Asperges blanches"	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:vegetable-rods,en:asparagus,en:white-asparagus													France																	a		Fruits and vegetables	Vegetables	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded	en:white-asparagus	https://static.openfoodfacts.org/images/products/338/038/008/2856/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/338/038/008/2856/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/338/038/008/2856/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/338/038/008/2856/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/338/038/008/2856/ingredients_fr.7.400.jpg	https://static.openfoodfacts.org/images/products/338/038/008/2856/ingredients_fr.7.200.jpg				54	54		0	0																																			1.1	1.1										1.3				0.77	0.308																																												-2	-2							
3384064700012	https://world.openfoodfacts.org/product/3384064700012	kiliweb	1532678149	1563852581	6 Crepes fraiches maison																					France																			unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded						https://static.openfoodfacts.org/images/products/338/406/470/0012/ingredients_fr.5.400.jpg	https://static.openfoodfacts.org/images/products/338/406/470/0012/ingredients_fr.5.200.jpg				59	59		9	4																																			86	54										6				3	1.2																																																				
3394610002033	https://world.openfoodfacts.org/product/3394610002033	kiliweb	1527528578	1575274300	Salicornes de Bretagne			Bocal en verre	bocal-en-verre	Le grand lejon	le-grand-lejon	Salicornes	fr:salicornes			Bretagne	bretagne									France	salicornes 45,5%, eau, vinaigre d'alcool 7,9%, carottes déshydratées, sel			en:crustaceans,en:fish,en:molluscs	en:crustaceans,en:fish,en:molluscs				0		0			0			c	3	unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded	fr:salicornes	https://static.openfoodfacts.org/images/products/339/461/000/2033/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/339/461/000/2033/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/339/461/000/2033/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/339/461/000/2033/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/339/461/000/2033/ingredients_fr.8.400.jpg	https://static.openfoodfacts.org/images/products/339/461/000/2033/ingredients_fr.8.200.jpg				54	54		0.3	0																																			1.9	0.4										0.7				2.5	1																																												10	10							
3396410015602	https://world.openfoodfacts.org/product/3396410015602	kiliweb	1506448555	1506504883	Choucroute au Naturel					Bonneterre	bonneterre	"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Conserves, Plats préparés, Plats préparés à réchauffer au micro-ondes, Plats préparés d'origine végétale, Plats préparés en conserve, Choucroutes"	en:plant-based-foods-and-beverages,en:plant-based-foods,en:canned-foods,en:meals,en:plant-based-meals,en:canned-meals,en:microwave-meals,en:sauerkrauts	Union Européenne	union-europeenne			Bio, Bio européen, Agriculture UE, FR-BIO-01, Point Vert, AB Agriculture Biologique      	en:organic,en:eu-organic,en:eu-agriculture,en:fr-bio-01,en:green-dot,fr:ab-agriculture-biologique							France	Choucroute* (chou*, sel), eau, sel marin, antioxydant : acide ascorbique. *Ingrédient issu de l'Agriculture Biologique.								1	en:e300	0			0			c	3	Composite foods	One-dish meals	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:sauerkrauts	https://static.openfoodfacts.org/images/products/339/641/001/5602/front_fr.8.400.jpg	https://static.openfoodfacts.org/images/products/339/641/001/5602/front_fr.8.200.jpg	https://static.openfoodfacts.org/images/products/339/641/001/5602/front_fr.8.400.jpg	https://static.openfoodfacts.org/images/products/339/641/001/5602/front_fr.8.200.jpg	https://static.openfoodfacts.org/images/products/339/641/001/5602/ingredients_fr.9.400.jpg	https://static.openfoodfacts.org/images/products/339/641/001/5602/ingredients_fr.9.200.jpg	https://static.openfoodfacts.org/images/products/339/641/001/5602/nutrition_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/339/641/001/5602/nutrition_fr.4.200.jpg		54	54		0.3	0.2																																			1.2	0.8									1.7	0.5				1.1	0.44																																												3	3							
3410280007564	https://world.openfoodfacts.org/product/3410280007564	kiliweb	1517339154	1549136565	Champignons émincés Surgelés					Netto	netto														Netto	France	IES [TS : Champignorr; de Paris, antioxydant bisulfite do								0		0			0					unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded		https://static.openfoodfacts.org/images/products/341/028/000/7564/front_fr.10.400.jpg	https://static.openfoodfacts.org/images/products/341/028/000/7564/front_fr.10.200.jpg	https://static.openfoodfacts.org/images/products/341/028/000/7564/front_fr.10.400.jpg	https://static.openfoodfacts.org/images/products/341/028/000/7564/front_fr.10.200.jpg	https://static.openfoodfacts.org/images/products/341/028/000/7564/ingredients_fr.7.400.jpg	https://static.openfoodfacts.org/images/products/341/028/000/7564/ingredients_fr.7.200.jpg	https://static.openfoodfacts.org/images/products/341/028/000/7564/nutrition_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/341/028/000/7564/nutrition_fr.4.200.jpg		54	54		0.5	0.1																																			1.2	0.5									1	1.2				0.05	0.02																																																				
3410280052793	https://world.openfoodfacts.org/product/3410280052793	kiliweb	1524568216	1563592830	Courgettes, Filet 1kg, Origine : France, Cat : 1 Cal : 14 / 21		1 kg																			France																			unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded						https://static.openfoodfacts.org/images/products/341/028/005/2793/ingredients_fr.6.400.jpg	https://static.openfoodfacts.org/images/products/341/028/005/2793/ingredients_fr.6.200.jpg				54	54		1.7	0.4																																			1.8	0.49										1.2																																																									
3410280106298	https://world.openfoodfacts.org/product/3410280106298	brifranc	1484067302	1540826634	ASPERGES BLANCHE	ASPERGE	660g	bocal verre	bocal-verre			"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Légumes et dérivés, Légumes tiges, Asperges, Asperges blanches"	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:vegetable-rods,en:asparagus,en:white-asparagus													France	asperge blanche, eau, sel								0		0			0			a	3	Fruits and vegetables	Vegetables	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded	en:white-asparagus	https://static.openfoodfacts.org/images/products/341/028/010/6298/front_fr.6.400.jpg	https://static.openfoodfacts.org/images/products/341/028/010/6298/front_fr.6.200.jpg	https://static.openfoodfacts.org/images/products/341/028/010/6298/front_fr.6.400.jpg	https://static.openfoodfacts.org/images/products/341/028/010/6298/front_fr.6.200.jpg			https://static.openfoodfacts.org/images/products/341/028/010/6298/nutrition_fr.8.400.jpg	https://static.openfoodfacts.org/images/products/341/028/010/6298/nutrition_fr.8.200.jpg		59	59		0.5	0.1																																			1.7	1.2										1.2				0.74	0.296																																												-2	-2							
3422158000027	https://world.openfoodfacts.org/product/3422158000027	kiliweb	1514631498	1523181803	Ze fresh touch anis vert et fenouil	Boisson aux plantes infusées et aux jus concentrés de fruits	50 cl	Bouteille,Verre	bouteille,verre	Les 2 Marmottes	les-2-marmottes	"Boissons, Aliments et boissons à base de végétaux, Boissons à base de végétaux, Boissons chaudes, Thés, Thés glacés, Boissons avec sucre ajouté, Boissons au thé, Boissons sans sucre ajouté"	en:plant-based-foods-and-beverages,en:beverages,en:hot-beverages,en:plant-based-beverages,en:teas,en:iced-teas,en:tea-based-beverages,en:sweetened-beverages,en:non-alcoholic-beverages					Point Vert	en:green-dot							France	"Infusion (63 %) : eau, anis vert (4,1 g/L), fenouil (1,0 g/L), menthe douce, sauge, romarin), jus de fruits à base de concentrés (37 %), pomme (32 %), citron (2,7 %), citron vert (2,3 %)."								0		0			0			c	1	Beverages	Sweetened beverages	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:tea-based-beverages	https://static.openfoodfacts.org/images/products/342/215/800/0027/front_fr.13.400.jpg	https://static.openfoodfacts.org/images/products/342/215/800/0027/front_fr.13.200.jpg	https://static.openfoodfacts.org/images/products/342/215/800/0027/front_fr.13.400.jpg	https://static.openfoodfacts.org/images/products/342/215/800/0027/front_fr.13.200.jpg	https://static.openfoodfacts.org/images/products/342/215/800/0027/ingredients_fr.12.400.jpg	https://static.openfoodfacts.org/images/products/342/215/800/0027/ingredients_fr.12.200.jpg	https://static.openfoodfacts.org/images/products/342/215/800/0027/nutrition_fr.11.400.jpg	https://static.openfoodfacts.org/images/products/342/215/800/0027/nutrition_fr.11.200.jpg		59	59		0	0																																			3.3	3.3									0	0				0.01	0.004																																												5	0							
3423450040438	https://world.openfoodfacts.org/product/3423450040438	openfoodfacts-contributors	1499535739	1522788877	Mâche		150 g	frais,plastique	frais,plastique	Les 3 Moulins	les-3-moulins	"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Frais, Salades, Légumes et dérivés, Aliments à base de plantes frais, Légumes frais, Légumes-feuilles, Leaf salads"	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:fresh-foods,en:salads,en:fresh-plant-based-foods,en:leaf-vegetables,en:fresh-vegetables,en:leaf-salads	France	france	France	france	Point Vert, Origine France	en:green-dot,fr:origine-france					France		France	Mâche								0		0			0			a	1	Fruits and vegetables	Vegetables	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:leaf-salads	https://static.openfoodfacts.org/images/products/342/345/004/0438/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/342/345/004/0438/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/342/345/004/0438/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/342/345/004/0438/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/342/345/004/0438/ingredients_fr.13.400.jpg	https://static.openfoodfacts.org/images/products/342/345/004/0438/ingredients_fr.13.200.jpg	https://static.openfoodfacts.org/images/products/342/345/004/0438/nutrition_fr.14.400.jpg	https://static.openfoodfacts.org/images/products/342/345/004/0438/nutrition_fr.14.200.jpg		59	59		0.4	0.07																	0.25																		2	0.1										2				0	0																																												-6	-6							
